run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,random_site_sd,random_site_singular,fixed_site_aic,random_site_aic,random_minus_fixed_aic,status
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,0,TRUE,1564.233824549475,1561.1244811418717,-3.1093434076035464,DESCRIPTIVE_UNSTABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.09487997043917634,FALSE,575.8242389181773,578.8804268578975,3.056187939720189,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,0.13907030161363412,FALSE,1165.1963461819976,1168.92590593072,3.729559748722295,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,0.11289953645648226,FALSE,20.771139574891805,28.68470678433266,7.913567209440856,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,,FALSE,1778.3687146511795,1780.6132935363894,2.2445788852096484,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,,FALSE,2444.0288494484134,2449.8222767894704,5.79342734105694,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,0,TRUE,1689.4153257690348,1687.416887564163,-1.998438204871718,DESCRIPTIVE_UNSTABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,,FALSE,2678.111524642788,2676.038098609812,-2.073426032975931,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,0.03794882101739205,FALSE,531.4711958203169,530.4308870593636,-1.0403087609532804,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,0.5274695327904706,FALSE,2573.7529466143906,2582.551730870119,8.798784255728606,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,0.43631675441740103,FALSE,2519.0868913511845,2526.1482245872967,7.061333236112205,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,0.8694507574817608,FALSE,2321.6896184054926,2340.0149071632845,18.325288757791895,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,0.47487671248824953,FALSE,2701.7797142376508,2706.2515910332154,4.47187679556464,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,1.0806043789365023,FALSE,2618.465717864536,2633.637091059715,15.171373195179058,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,0,TRUE,1293.5947138273402,1290.7668497861678,-2.827864041172461,DESCRIPTIVE_UNSTABLE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.05480033379972652,FALSE,-1037.3385180751727,-1033.3707157074923,3.9678023676801786,DESCRIPTIVE_PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.03449038015886341,FALSE,-1039.6283646678912,-1031.1706134278872,8.457751240003972,DESCRIPTIVE_PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.032119013692382,FALSE,-1448.0727703198163,-1439.892210136707,8.180560183109492,DESCRIPTIVE_PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.02428894335662995,FALSE,-930.7838731725508,-925.9871221631053,4.796751009445529,DESCRIPTIVE_PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.04874430025813898,FALSE,-793.2147238197239,-783.7746222204219,9.440101599302013,DESCRIPTIVE_PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.04313889378905235,FALSE,-375.2616843167429,-370.05556134686816,5.206122969874741,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.02166754460918021,FALSE,-1279.0711701257164,-1276.2617370231328,2.8094331025836254,DESCRIPTIVE_PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.01639893473666761,FALSE,-769.644375138595,-769.9568188833337,-0.3124437447386299,DESCRIPTIVE_PASS
