run_id,model_role,participant_key,observations,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__glasses__all_available,additive,IZTECH::IZTECH_S015,136,7.192045512537548,4.4487012423199935e-4,0.08023549858685977,0.006686291548905028,95,70
main__glasses__all_available,additive,KNUST::KNUST_S009,141,6.8937181286845925,4.264168288398731e-4,0.10238181906424397,0.008531818255353724,96,42
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S024,94,6.766607058444836,4.1855426491278926e-4,0.08335985078790163,0.006946654232325184,97,67
main__glasses__all_available,additive,IZTECH::IZTECH_S010,131,6.6154558786636475,4.092046794562109e-4,0.09715241392961974,0.008096034494135033,98,50
main__glasses__all_available,additive,TUM::TUM_S003,139,6.198039097782119,3.833850075918475e-4,0.1121700943530359,0.009347507862753056,99,30
main__glasses__all_available,additive,IZTECH::IZTECH_S017,144,5.75308792825003,3.558621725761562e-4,0.07683492444122754,0.00640291037010234,100,76
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S025,86,5.280525424723454,3.266314148891017e-4,0.05850955607427894,0.004875796339523279,101,102
main__glasses__all_available,additive,IZTECH::IZTECH_S004,119,4.961894748410839,3.069222419829773e-4,0.05944280705450332,0.004953567254541978,102,100
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S017,45,4.922908040737502,3.045106858469936e-4,0.03633680386319777,0.0030280669885998355,103,131
main__glasses__all_available,additive,UCR::UCR_S001,94,4.872876760396997,3.0141595822579507e-4,0.13800679462281373,0.011500566218567891,104,12
main__glasses__all_available,additive,THUAS::THUAS_S010,89,4.522153234881121,2.797216546934636e-4,0.09074137712628662,0.007561781427190604,105,59
main__glasses__all_available,additive,MPI::MPI_S213,141,4.363640190295283,2.6991669479514756e-4,0.05515347965376916,0.004596123304480795,106,111
main__glasses__all_available,additive,MPI::MPI_S208,90,3.8389705363307716,2.3746280476719095e-4,0.040541234236352405,0.003378436186362724,107,129
main__glasses__all_available,additive,RISE::RISE_S013,115,3.7459053572768393,2.3170617854795722e-4,0.10025995364147128,0.008354996136789332,108,44
main__glasses__all_available,additive,THUAS::THUAS_S017,24,3.2598493581863686,2.0164076915613123e-4,0.018519758857094778,0.0015433132380912422,109,137
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S022,144,3.053295966069308,1.8886423248774237e-4,0.08960126362649232,0.007466771968874412,110,61
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S012,144,2.975951909417814,1.840800497359543e-4,0.0794068047518883,0.006617233729324071,111,72
main__glasses__all_available,additive,IZTECH::IZTECH_S006,139,2.8869581013759262,1.7857526165161071e-4,0.08342152477194936,0.0069517937309958285,112,66
main__glasses__all_available,additive,KNUST::KNUST_S015,136,2.7318147132912705,1.6897873473716376e-4,0.08617102823902072,0.007180919019918443,113,63
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S008,72,2.4531985353295704,1.5174469283812491e-4,0.02656525829003045,0.0022137715241692195,114,135
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S013,144,2.185379259283863,1.3517850253823337e-4,0.06708279380632487,0.0055902328171937785,115,87
main__glasses__all_available,additive,MPI::MPI_S212,139,2.156748199532097,1.3340750385830875e-4,0.05468067945968806,0.0045567232883073705,116,113
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S010,72,2.1411684240010613,1.324438035224424e-4,0.02617302875736092,0.002181085729780092,117,136
main__glasses__all_available,additive,IZTECH::IZTECH_S003,143,1.956394654953278,1.2101446406014252e-4,0.057428230990367396,0.004785685915863983,118,105
main__glasses__all_available,additive,MPI::MPI_S219,141,1.7678946071982395,1.0935463244251216e-4,0.053598834036497324,0.004466569503041475,119,115
main__glasses__all_available,additive,MPI::MPI_S214,141,1.5391156385635243,9.52033137362037e-5,0.05721384909467877,0.00476782075788993,120,106
main__glasses__all_available,additive,IZTECH::IZTECH_S008,120,1.2562153649618204,7.770427543853698e-5,0.06082536635507564,0.005068780529589672,121,95
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S009,144,1.2347421951865845,7.63760341629623e-5,0.06983552606972274,0.0058196271724769355,122,83
main__glasses__all_available,additive,BAUA::BAUA_S014,144,0.9866947558674127,6.103284772831261e-5,0.11024423302192536,0.009187019418493845,123,32
