run_id,model_role,fitted_decile,observations,observed_mean,fitted_mean,observed_to_fitted_ratio,zero_fraction,pearson_mean,pearson_sd
gap_timing_unaware__glasses__all_available,additive,6,1633,141.0567222738827,155.66482072565233,0.9061567129703936,0.26148193508879364,-1.1444398625823808,38.59172702782927
gap_timing_unaware__glasses__all_available,additive,5,1633,121.62618065622127,137.63506948476882,0.8836859756130747,0.2823025107164728,-1.4123995740056257,54.67061885357308
gap_timing_unaware__glasses__all_available,additive,2,1633,98.16847594197648,76.93960667832408,1.2759160097140596,0.2774035517452541,2.423614736762253,36.141530723591714
gap_timing_unaware__glasses__all_available,additive,3,1633,89.1853817718798,99.81800547354173,0.893479902235872,0.288426209430496,-0.9116860496559596,38.83403862843816
gap_timing_unaware__glasses__all_available,additive,1,1633,84.5185787741363,55.55469251113955,1.5213580519267398,0.3104715248009798,3.841924947803591,29.27473324676049
gap_timing_unaware__glasses__all_available,additive,4,1633,132.9691530381334,121.1007756347932,1.098004140280092,0.3178199632578077,1.0646371561294834,67.61218278943748
gap_timing_unaware__chest__all_available,additive,10,1811,557.7078385733068,490.5102981712367,1.136995167385072,0.28989508558807286,2.673025027041757,120.09260788263616
gap_timing_unaware__chest__all_available,additive,8,1811,216.6196905790063,259.115175439843,0.8359976995222244,0.2794036443953617,-2.61288457736922,49.103747735882735
gap_timing_unaware__chest__all_available,additive,7,1811,193.87571377983593,206.99651955808687,0.9366133990742341,0.28547763666482606,-0.8600507222394833,98.29661039184593
gap_timing_unaware__chest__all_available,additive,9,1811,290.33943976563916,323.768995589112,0.8967487428416476,0.3031474323578134,-1.9397503048013633,80.66386615128972
gap_timing_unaware__chest__all_available,additive,5,1811,94.33917238478969,142.77387768371202,0.6607593343775388,0.29486471562672556,-4.073673347511806,32.538631762871695
gap_timing_unaware__chest__all_available,additive,6,1811,185.0289476388801,167.8429509726291,1.102393318078956,0.27332965212589727,1.3578231419992413,64.36711959398613
gap_timing_unaware__chest__all_available,additive,4,1811,90.60792978672211,116.60157580363096,0.7770729440167702,0.32302595251242405,-2.3394556749633817,39.95276548977996
gap_timing_unaware__chest__all_available,additive,2,1812,119.904374039075,85.10630936277207,1.408877613620555,0.2897350993377483,3.7466964665624367,41.16382584024344
gap_timing_unaware__chest__all_available,additive,1,1812,84.74665844079662,58.905283055932145,1.4386936798237162,0.3068432671081678,3.476852404009085,37.45487759496005
gap_timing_unaware__chest__all_available,additive,3,1811,116.4850040286255,98.06726733362142,1.1878071776217398,0.26615129762562123,1.8279775297329561,51.577994018074484
